source_track	rn5_start	rn5_end	status	grch38_chrom	grch38_start	grch38_end	mapped_fraction	strand	aligned_blocks	interpretation
peaks_Sham	49311200	49311599	mapped	chr17	15270657	15271021	0.8395989974937343	-	[[15270897, 15271021], [15270891, 15270897], [15270818, 15270865], [15270726, 15270816], [15270657, 15270725]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49156500	49157599	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49098600	49101899	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49160300	49161099	mapped	chr17	15455671	15456161	0.5807259073842302	-	[[15456139, 15456161], [15456132, 15456139], [15456118, 15456132], [15456111, 15456118], [15456056, 15456111], [15456004, 15456056], [15455984, 15456003], [15455962, 15455975], [15455945, 15455961], [15455836, 15455938], [15455819, 15455835], [15455815, 15455817], [15455795, 15455815], [15455771, 15455791], [15455707, 15455771], [15455671, 15455706]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49112300	49113399	mapped	chr17	15496774	15497672	0.654231119199272	-	[[15497670, 15497672], [15497658, 15497669], [15497538, 15497556], [15497515, 15497538], [15497482, 15497511], [15497388, 15497482], [15497328, 15497360], [15497315, 15497320], [15497306, 15497314], [15497288, 15497306], [15497257, 15497271], [15497240, 15497257], [15497191, 15497239], [15497143, 15497187], [15496870, 15497142], [15496825, 15496864], [15496805, 15496821], [15496794, 15496804], [15496774, 15496793]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49186000	49186199	mapped	chr17	15432342	15432547	0.9195979899497487	-	[[15432517, 15432547], [15432498, 15432511], [15432489, 15432498], [15432469, 15432489], [15432459, 15432469], [15432436, 15432452], [15432419, 15432435], [15432385, 15432414], [15432365, 15432385], [15432355, 15432364], [15432342, 15432353]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49198300	49198499	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49109500	49109699	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49196400	49196599	mapped	chr17	15415640	15415837	0.9246231155778895	-	[[15415819, 15415837], [15415807, 15415817], [15415777, 15415802], [15415744, 15415777], [15415709, 15415744], [15415690, 15415708], [15415640, 15415685]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49094700	49094999	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49330100	49330699	mapped	chr17	15249204	15249805	0.9265442404006677	-	[[15249776, 15249805], [15249721, 15249773], [15249709, 15249720], [15249672, 15249699], [15249650, 15249672], [15249591, 15249650], [15249512, 15249591], [15249487, 15249510], [15249480, 15249484], [15249456, 15249479], [15249440, 15249456], [15249432, 15249440], [15249424, 15249426], [15249414, 15249424], [15249386, 15249414], [15249357, 15249385], [15249329, 15249355], [15249300, 15249327], [15249254, 15249295], [15249214, 15249244], [15249204, 15249214]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49111700	49111999	mapped	chr17	15498015	15498402	1.0	-	[[15498353, 15498402], [15498341, 15498352], [15498328, 15498336], [15498285, 15498325], [15498267, 15498281], [15498243, 15498253], [15498213, 15498227], [15498187, 15498209], [15498175, 15498182], [15498130, 15498173], [15498093, 15498114], [15498064, 15498091], [15498048, 15498057], [15498019, 15498041], [15498015, 15498017]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49331100	49332099	mapped	chr17	15248178	15248800	0.5725725725725725	-	[[15248732, 15248800], [15248714, 15248732], [15248693, 15248714], [15248658, 15248692], [15248613, 15248643], [15248573, 15248612], [15248513, 15248572], [15248481, 15248510], [15248469, 15248479], [15248462, 15248469], [15248442, 15248462], [15248424, 15248442], [15248417, 15248424], [15248402, 15248417], [15248399, 15248402], [15248367, 15248399], [15248330, 15248365], [15248319, 15248329], [15248310, 15248318], [15248302, 15248305], [15248286, 15248298], [15248234, 15248273], [15248184, 15248233], [15248178, 15248184]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49225300	49225999	mapped	chr17	15382843	15383636	0.9785407725321889	-	[[15383613, 15383636], [15383598, 15383612], [15383474, 15383589], [15383455, 15383474], [15383435, 15383440], [15383421, 15383430], [15383394, 15383418], [15383334, 15383338], [15383313, 15383330], [15383288, 15383309], [15383238, 15383285], [15383220, 15383236], [15383209, 15383219], [15383141, 15383208], [15383128, 15383141], [15383029, 15383127], [15383005, 15383027], [15382981, 15383004], [15382940, 15382981], [15382908, 15382939], [15382863, 15382908], [15382843, 15382863]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49011900	49012099	mapped	chr17	15650830	15651030	0.9195979899497487	-	[[15650997, 15651030], [15650985, 15650996], [15650979, 15650985], [15650926, 15650976], [15650908, 15650926], [15650890, 15650904], [15650849, 15650888], [15650830, 15650842]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49226900	49229399	mapped	chr17	15377909	15380362	0.633453381352541	-	[[15380304, 15380362], [15380275, 15380304], [15379888, 15379934], [15379853, 15379888], [15379784, 15379853], [15379772, 15379784], [15379754, 15379771], [15379730, 15379753], [15379714, 15379730], [15379351, 15379378], [15379336, 15379350], [15379301, 15379335], [15379240, 15379301], [15379185, 15379223], [15379158, 15379185], [15379146, 15379156], [15379128, 15379144], [15379118, 15379121], [15379050, 15379117], [15379029, 15379036], [15379001, 15379020], [15378988, 15379001], [15378965, 15378987], [15378921, 15378965], [15378857, 15378921], [15378847, 15378854], [15378825, 15378844], [15378811, 15378825], [15378795, 15378810], [15378775, 15378785], [15378754, 15378772], [15378709, 15378742], [15378700, 15378704], [15378651, 15378699], [15378622, 15378644], [15378599, 15378616], [15378580, 15378598], [15378558, 15378569], [15378466, 15378558], [15378434, 15378443], [15378409, 15378427], [15378400, 15378409], [15378381, 15378399], [15378364, 15378375], [15378314, 15378363], [15378235, 15378313], [15378189, 15378232], [15378144, 15378178], [15378098, 15378144], [15378060, 15378098], [15378048, 15378058], [15378042, 15378048], [15377980, 15378024], [15377909, 15377980]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49324100	49324599	mapped	chr17	15256635	15257182	0.9639278557114228	-	[[15257177, 15257182], [15257153, 15257174], [15257105, 15257152], [15257091, 15257105], [15257064, 15257082], [15257010, 15257041], [15256986, 15257009], [15256972, 15256985], [15256910, 15256967], [15256891, 15256910], [15256878, 15256890], [15256869, 15256876], [15256825, 15256868], [15256805, 15256825], [15256798, 15256804], [15256794, 15256798], [15256744, 15256792], [15256718, 15256744], [15256695, 15256717], [15256671, 15256690], [15256655, 15256662], [15256635, 15256654]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49214100	49214499	mapped	chr17	15393528	15395465	0.9348370927318296	-	[[15395443, 15395465], [15395382, 15395441], [15395261, 15395377], [15395242, 15395261], [15395132, 15395241], [15395091, 15395131], [15393528, 15393536]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49190400	49190799	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49222000	49222399	unmapped						[]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49163200	49164599	mapped	chr17	15453084	15454262	0.7162258756254467	-	[[15454177, 15454262], [15454150, 15454162], [15454108, 15454149], [15454056, 15454108], [15454009, 15454053], [15453999, 15454009], [15453985, 15453998], [15453937, 15453985], [15453900, 15453929], [15453875, 15453899], [15453799, 15453871], [15453746, 15453790], [15453727, 15453746], [15453677, 15453727], [15453620, 15453641], [15453600, 15453603], [15453533, 15453580], [15453524, 15453533], [15453415, 15453520], [15453348, 15453415], [15453305, 15453348], [15453264, 15453303], [15453226, 15453245], [15453190, 15453219], [15453157, 15453174], [15453127, 15453149], [15453084, 15453122]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49310400	49310699	mapped	chr17	15271422	15271714	0.9498327759197325	-	[[15271658, 15271714], [15271642, 15271655], [15271636, 15271642], [15271598, 15271636], [15271545, 15271596], [15271532, 15271545], [15271469, 15271530], [15271422, 15271468]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49093800	49094099	mapped	chr17	15526235	15526544	0.9531772575250836	-	[[15526537, 15526544], [15526509, 15526531], [15526492, 15526509], [15526478, 15526492], [15526470, 15526477], [15526454, 15526467], [15526417, 15526452], [15526408, 15526416], [15526390, 15526407], [15526330, 15526389], [15526300, 15526329], [15526266, 15526300], [15526259, 15526264], [15526235, 15526253]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	49216500	49218099	mapped	chr17	15389185	15390920	0.9749843652282677	-	[[15390899, 15390920], [15390856, 15390898], [15390846, 15390856], [15390819, 15390841], [15390788, 15390814], [15390736, 15390779], [15390706, 15390734], [15390665, 15390705], [15390650, 15390665], [15390618, 15390643], [15390581, 15390599], [15390558, 15390565], [15390469, 15390558], [15390437, 15390468], [15390401, 15390436], [15390376, 15390397], [15390357, 15390374], [15390350, 15390357], [15390316, 15390348], [15390276, 15390312], [15390257, 15390274], [15390226, 15390256], [15390187, 15390220], [15390165, 15390187], [15390159, 15390164], [15390122, 15390154], [15390072, 15390092], [15390018, 15390068], [15390002, 15390018], [15389951, 15389996], [15389855, 15389949], [15389821, 15389854], [15389771, 15389821], [15389764, 15389769], [15389700, 15389763], [15389674, 15389699], [15389605, 15389674], [15389572, 15389604], [15389561, 15389571], [15389543, 15389557], [15389505, 15389543], [15389493, 15389505], [15389456, 15389492], [15389415, 15389455], [15389397, 15389415], [15389372, 15389393], [15389360, 15389372], [15389344, 15389359], [15389283, 15389332], [15389274, 15389282], [15389240, 15389271], [15389213, 15389235], [15389194, 15389213], [15389185, 15389193]]	orthology annotation; tissue response remains rat evidence
peaks_Sham	48387300	48387599	unmapped						[]	orthology annotation; tissue response remains rat evidence
