track	chrom	start	end	value
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191119	49191121	13.57
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191121	49191136	13.64
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191136	49191144	13.50
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191144	49191146	13.31
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191146	49191147	14.07
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191147	49191151	16.70
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191151	49191157	17.00
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191157	49191170	16.62
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191170	49191178	16.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191178	49191187	16.20
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191187	49191192	16.46
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191192	49191197	16.77
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191197	49191198	16.84
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191198	49191208	17.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191208	49191211	17.06
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191211	49191214	17.54
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191214	49191215	15.66
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191215	49191216	15.22
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191216	49191217	15.31
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191217	49191219	13.06
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191219	49191227	12.80
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191227	49191234	12.96
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191234	49191235	13.44
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191235	49191236	13.50
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191236	49191239	13.79
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191239	49191246	13.96
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191246	49191249	14.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191249	49191257	14.65
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191257	49191263	22.24
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191263	49191275	25.16
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191275	49191280	25.83
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191280	49191281	26.21
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191281	49191289	26.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191289	49191296	25.99
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191296	49191301	25.02
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191301	49191308	25.83
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191308	49191311	27.26
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191311	49191318	26.20
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191318	49191331	25.99
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191331	49191337	25.86
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191337	49191338	26.37
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191338	49191346	26.59
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191346	49191349	26.50
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191349	49191350	25.54
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191350	49191352	22.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191352	49191365	22.70
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191365	49191374	22.97
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191374	49191377	23.74
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191377	49191378	23.00
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191378	49191380	20.36
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191380	49191381	20.62
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191381	49191382	21.13
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191382	49191385	20.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191385	49191390	22.40
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191390	49191397	22.58
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191397	49191404	22.99
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191404	49191409	23.13
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191409	49191411	23.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191411	49191413	23.26
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191413	49191416	23.35
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191416	49191418	24.65
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191418	49191423	24.40
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191423	49191429	24.08
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191429	49191438	24.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191438	49191442	24.28
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191442	49191447	23.80
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191447	49191448	23.89
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191448	49191458	23.82
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191458	49191463	23.67
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191463	49191465	25.19
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191465	49191466	24.72
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191466	49191467	24.65
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191467	49191469	24.37
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191469	49191470	26.53
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191470	49191477	26.34
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191477	49191480	26.18
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191480	49191487	25.64
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191487	49191488	25.92
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191488	49191490	18.33
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191490	49191494	18.59
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191494	49191499	15.66
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191499	49191505	16.49
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191505	49191506	17.95
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191506	49191508	17.28
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191508	49191511	17.85
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191511	49191512	17.47
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191512	49191513	16.90
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191513	49191532	18.05
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191532	49191539	17.22
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191539	49191547	15.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191547	49191549	15.87
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191549	49191562	16.39
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191562	49191568	18.59
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191568	49191569	18.08
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191569	49191577	17.85
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191577	49191583	17.70
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191583	49191595	17.76
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191595	49191596	18.01
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191596	49191605	17.73
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191605	49191608	16.93
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191608	49191611	17.16
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191611	49191612	18.24
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191612	49191613	18.36
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191613	49191615	19.82
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191615	49191616	19.98
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191616	49191620	18.36
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191620	49191621	18.52
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191621	49191628	18.30
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191628	49191631	17.98
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191631	49191635	18.62
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191635	49191638	18.46
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191638	49191642	18.71
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191642	49191644	18.49
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191644	49191647	18.39
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191647	49191649	17.09
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191649	49191659	17.16
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191659	49191660	17.12
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191660	49191664	17.00
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191664	49191669	17.19
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191669	49191670	17.47
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191670	49191678	18.14
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191678	49191683	17.94
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191683	49191686	18.08
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191686	49191694	18.17
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191694	49191700	16.65
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191700	49191707	14.49
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191707	49191716	15.30
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191716	49191718	15.63
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191718	49191721	15.34
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191721	49191729	15.09
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191729	49191730	15.41
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191730	49191736	14.58
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191736	49191739	13.12
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191739	49191744	12.55
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191744	49191753	11.41
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191753	49191756	13.18
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191756	49191767	14.26
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191767	49191768	14.42
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191768	49191770	15.54
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191770	49191778	16.95
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191778	49191780	16.85
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191780	49191781	16.33
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191781	49191783	16.71
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191783	49191785	19.92
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191785	49191787	20.81
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191787	49191789	21.32
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191789	49191791	22.14
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191791	49191793	23.89
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191793	49191795	21.70
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191795	49191805	21.79
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191805	49191812	21.95
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191812	49191815	22.06
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191815	49191817	22.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191817	49191826	22.37
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191826	49191834	22.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191834	49191836	23.26
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191836	49191839	23.35
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191839	49191842	23.10
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191842	49191843	21.76
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191843	49191844	22.08
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191844	49191845	20.62
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191845	49191846	20.71
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191846	49191848	20.57
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191848	49191851	21.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191851	49191858	20.87
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191858	49191859	21.89
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191859	49191862	21.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191862	49191867	21.16
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191867	49191869	22.30
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191869	49191874	22.05
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191874	49191884	22.18
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191884	49191886	23.67
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191886	49191893	23.84
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191893	49191894	24.56
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191894	49191895	25.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191895	49191900	24.81
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191900	49191901	24.27
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191901	49191908	23.61
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191908	49191913	24.49
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191913	49191914	24.84
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191914	49191926	24.69
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191926	49191938	25.07
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191938	49191943	24.27
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191943	49191947	25.10
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191947	49191949	24.78
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191949	49191951	25.38
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191951	49191960	25.61
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191960	49191965	25.29
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191965	49191972	25.80
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191972	49191974	26.31
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191974	49191975	26.37
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191975	49191984	26.59
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191984	49191987	24.81
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191987	49191998	23.73
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191998	49191999	23.57
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49191999	49192000	22.46
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192000	49192001	22.56
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192001	49192006	21.15
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192006	49192012	21.73
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192012	49192014	21.35
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192014	49192016	18.14
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192016	49192017	17.25
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192017	49192018	17.38
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192018	49192020	16.87
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192020	49192022	16.04
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192022	49192026	14.49
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192026	49192028	14.39
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192028	49192036	15.22
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192036	49192043	15.06
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192043	49192046	14.93
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192046	49192048	14.84
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192048	49192051	14.58
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192051	49192063	15.19
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192063	49192065	16.17
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192065	49192066	15.06
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192066	49192069	15.38
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192069	49192074	15.66
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192074	49192076	14.71
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192076	49192079	15.40
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192079	49192085	14.93
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192085	49192088	20.05
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192088	49192089	20.30
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192089	49192095	19.26
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192095	49192098	21.03
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192098	49192103	19.93
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192103	49192105	20.27
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192105	49192106	20.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192106	49192115	20.71
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192115	49192117	19.19
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192117	49192120	19.00
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192120	49192121	20.81
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192121	49192123	20.84
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192123	49192124	22.56
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192124	49192125	21.83
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192125	49192127	21.35
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192127	49192130	21.64
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192130	49192134	22.14
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192134	49192138	23.22
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192138	49192139	24.05
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192139	49192141	25.80
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192141	49192146	26.19
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192146	49192148	26.21
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192148	49192152	26.11
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192152	49192155	28.15
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192155	49192157	28.53
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192157	49192165	28.15
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192165	49192169	32.63
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192169	49192173	33.90
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192173	49192174	33.99
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192174	49192176	33.14
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192176	49192180	33.30
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192180	49192182	32.69
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192182	49192184	32.47
GSE64971_H3K27ac_P15_sciatic_nerve.ucsc.bedGraph.gz	chr10	49192184	49192188	33.26
